business_id,review_count,stars,state
xwSWtJcQkzTF6HNm_IMgcg,94,2.5,CA
O0YHVrUtxbsEhQ4qaWkVaw,6,2.5,AB
rF0xI_3jjlsEKp3N0Z0BuQ,135,4.0,PA
qma1sGQv7ArUtzuUTQElRg,313,4.0,MO
zjQDk4tZyhEroyqtkgvx0g,52,3.5,IL
hDiCHlTXKGUj1Yh4tq223w,26,3.0,IN
GInRkBWvuyJCjFVHYdzkPQ,8,4.5,PA
PdMXmOWDRHICAx6SLgu1dQ,111,3.5,PA
Mt1FB8hM4XTi3Tk4i0q5gQ,54,4.0,NJ
2DsplH_vy4GCcEnVpn0AbA,34,4.5,IN
sWCCxY1-9B1FGlSVeQvnHg,125,4.0,FL
ZfWVso8VlT0VN14rxVHccQ,22,2.5,PA
q2N2KLhAeD0c0p-ryI3uDg,14,3.5,IN
gI34hM-873fwF1XQ8hOaSg,17,4.0,IL
clOOOBYvd1aUcFxA9uhFjQ,21,3.0,NJ
LVteL0Rnh2E_yOFCLJUPhg,88,4.0,PA
vLT1KtrA9bWvjFOg-0xVIg,131,3.5,CA
vo12FJ4dAdP8Jr4ctFYRkg,46,4.0,TN
8P7YOM9ThhTvLqXfSWRcRA,65,3.5,MO
IgNDlyLERBwFGphgcC5VDQ,63,2.5,PA
wUEbysNWCtMSQAio6Ktn6Q,22,3.0,PA
4fUok5d5vgdQEb1Bzzg0rA,115,3.5,LA
a4BzM4nqUzJRqszzEV1fJQ,5,3.5,TN
5cz1XbgalpQ89gsNQwneVQ,59,4.0,FL
SSZDGl2J-CEyIzuIbEiYNQ,532,3.0,MO
_Oksx3ALgKLRVxeAR8l_qA,13,5.0,DE
HuDNHqKv9n1mWpe4BqCnwA,54,3.0,PA
XQnb4KnTqO-QdvEFYpcwAA,11,2.5,LA
Y2NFeGtConx1qciSPKcRlA,171,3.5,LA
slie9368A_rG70_1Wxe50g,27,2.5,AZ
_NhT0A3LUEd75L_cEXf2_A,7,3.0,DE
joeRm-_7T0XTkMdKo2nbaA,126,4.5,PA
GfDdZfZeq690h3AS5QbjvA,22,3.5,ID
lj-E32x9_FA7GmUrBGBEWg,366,3.5,MO
isbeaPln-E0DdffLRsuFhw,109,4.0,PA
i6kNeNRrER8ocnpkBJ3wBA,54,3.0,PA
xPSetcLWfl_3JoENfGf89w,37,4.0,MO
QkyEr9j7il9lJqseTbPe5w,192,3.5,PA
CE9wc-UtRIwiyo5i4QO1Og,156,4.0,ID
CcqPX9PV6vHS7E9rYlgKoA,45,3.5,MO
xtV9pSVUv8sgqAO7Oxoacw,6,4.5,IN
fgIAN_Y-hgPq6E-MPZk8vg,7,3.5,AB
24Rr4ALt3fDNROR5LEgp0g,22,2.5,IL
jWcVzCpSayMyIPMniHpQjg,29,4.0,FL
YnfJv2xUF1GUNORfHAFRFg,12,4.0,IL
-JStjL-8mRZq4ov4uI1FaQ,96,4.0,PA
RBI0TYx_VmVa_GhW1LZpuA,12,2.5,AB
NKplFLr1UebQxMLQAxALPQ,78,3.5,IN
5fvs7pOE6amG17SiPovxjw,7,2.5,FL
LEjVZUi2th79XWpW-gHmYA,7,4.0,AZ
VOEN8f9WEysinBsLqbiVqg,218,2.5,LA
JWFpjvCc_nkNDVtMPx1ZGg,12,4.5,CA
YKdlu7svUINmXIoVsDJiFA,19,3.0,PA
LC-qVqvkMRmK_ed-SImCXQ,38,3.5,PA
TttFjRQ-8Iz8by4hsD7iOQ,49,4.5,PA
WMI3BjDby0U-IF6NnN0SXA,27,3.0,NJ
902y4z16-TKyS9UcThCGYA,10,4.0,MO
iq0qAJ2Oc3myUTTMLseTXA,71,3.5,PA
WQ832PDnsDshhbQFm83ISg,285,3.0,FL
5PDNXMquh1C9E089G1RY2g,10,3.5,IN
UJE-f8gVEB2za5QPZd_wVw,16,2.0,LA
gv9IWG3dejsacl6xPG-yyg,14,2.0,TN
Pb5agnsD9EdCl6yuZp2jJA,85,4.5,PA
XsjesLpDVSToQIxSeON70A,48,2.0,NV
-sSGKR1V1oBm7BJicIXozg,100,3.0,PA
-97632CUoOkJ8x4AlkPJxQ,5,1.5,PA
0zH0l4Jbf-oove3cLvrFOg,359,4.0,PA
OScd9IP5nI7Cv9HDkrXDDA,44,4.5,NJ
T57pARC36apZzr3CSCs4-w,25,3.5,PA
WHRrhggfj5x3URXVrFqVcA,5,3.0,NV
fKDV_dlDhXd7P5kZi97Kng,80,3.0,PA
IpAXXfbgZ7M2RaxGtKO7gQ,8,4.0,NJ
JRoY9Mx2LghIki2Uo1SOJA,93,4.5,IL
Ktw3a8hXOKL00UCk_1nSEQ,126,2.5,NV
ZJC0ONdxmIlwidXd8E0fXg,57,3.5,TN
78e90HO_R40SyzBr4fnHSA,221,3.5,IN
J1duow_JpO47UuqnrY_LaA,10,2.0,AZ
hWETQd1m9UVNGyQ-iJhIbA,7,2.5,NJ
cLlBDZxYJ1dt1JgMuZnXew,51,4.0,PA
XsWie3lnpO69zJgBVgPnaA,12,2.5,PA
vol4SJXerqyi3IEIDucVRQ,9,3.5,PA
CILklubZslDuVUMh2c55_A,17,2.5,LA
SZgkdhd837HkbtVFVmSMXw,128,3.5,FL
7biQIoyOEMcBGUw106UeOQ,31,1.5,PA
YdeBit_K6FQ7ye1bNtDm2A,7,2.5,IN
p21PCK17H3WL56KSr4Ykig,121,4.0,FL
A0F-h3xJm_6gHDKcDQwSrQ,252,4.0,PA
4-y4Jj8hNuVIFktoYnm3-Q,66,3.0,IN
YCwWrnOh8qUmQbgQ4p02AA,79,4.5,PA
qmxmUc4xzNt3ogaZLH8Eiw,60,5.0,NJ
SjLYEsv94TjmSjG2Fc2piQ,58,3.5,PA
fsPqRDDG2igV63nP89xWUA,33,3.5,PA
OAkcBAwedonnwT3Wf_DqTw,52,4.0,IN
NcO-pWiZmNM5zBg8H9zB6Q,191,4.0,TN
y7ZMH724MaQMW3yn5QbtiQ,16,2.5,ID
bKppmYKQ_-9cpp2yziB-Qw,20,2.5,PA
4ZVApGFcZ-mPVGKqZWRqvg,12,2.5,LA
EK4lynYPnlI_dqvWDVaOfw,7,3.0,IN
o6jfwLREaGy1mwAEybjOkg,106,4.0,FL
Uuzewy2CLg_XCekRhA0PIg,6,4.5,TN
0sEQcUD5WEdwBJBXavafHA,26,4.0,PA
hXBeTdtREKEMT2FMmzRPhQ,59,4.0,NV
bQKqeYwaHNal7JFAXzCMFg,79,4.5,IL
JNH-hcySeuGmtI_t8dG3Dw,8,4.0,DE
AIuczSOGI3zX0kwGxtPApg,10,2.5,ID
agTcS5LYZJe4gNiXK6nNkw,5,4.0,PA
Xsvi9wYhD7u5XrK2EKDd8w,95,4.0,FL
laV1qL3qhGFOfkPbHo3SVQ,40,3.5,MO
2rQFgavS-942RapZTBSBTw,270,3.0,PA
98mYebjHN_VXZapVm8Nmqg,67,4.0,LA
SKW1zA4nY_SPKkQPmXNHoA,70,3.5,IN
BiEnQa8rVNtdCzuqOcQoQw,6,2.5,ID
5pCDh3Tq3WzQau79hfJbsA,69,3.5,TN
kpK6SmxIiNoGPNhlEGiL4w,383,4.5,MO
ZoV8kXQopyz24dJBlFByRA,10,3.0,MO
mY02hIpeZSVCaWObvvyECA,126,4.0,MO
sqCUiy9gTgfROmjX6KOHXA,10,2.5,NJ
zQ4yPiqoyMtoohGpEip7zw,75,4.0,NV
cwSlDlrmK1qlOWH9zDuNKQ,24,3.5,NJ
GTHXxbPypn7uWVQynK10sQ,11,3.0,NV
5mgI6ZNWbWICn84OiRpczQ,10,4.0,NV
cOXVi0GEeQC6m8SN0Q522g,19,2.5,NJ
o4_cgIKWgvJ09TZeSzARmg,19,3.0,PA
IDGg4Ax0iMYBtSKRP0tBbg,20,3.0,PA
V4lqQdll3_TAEtkrHDYbAA,24,3.5,CA
lkJki8fwC_RX9819nzfkCA,7,3.0,NJ
0z-unL2UdJn40PYiou2bnQ,37,3.5,NJ
Tl24lMv2aCuLs4u45NquJQ,163,4.5,NJ
wuv3jE5Lc23TcfC70qu-Mg,8,1.5,TN
RdCkOekwvalnr6krftX46g,8,3.0,PA
7czFDmcXhqzcqvUnenNg6w,9,3.0,MO
dEpvByPMG0BZ3E9JOem0NQ,10,3.0,AB
TPkwQL43WA79mQ7Gnx9XQw,12,3.0,MO
7sKfrJmjG6unAQeWdQUe2w,110,3.5,PA
42IIF87kg1Ay4AeS6r9SOQ,19,2.0,IN
71q2UD1A7KL2q4AA8mPobQ,88,4.0,MO
g4KzJc8y7BhW66ieNIwJEA,288,3.0,TN
uxJRSGuOpTv4g7U7gWANyw,9,3.0,FL
TO_Ha3HG_qETaDN8-yOVxg,23,2.5,PA
rLSnt_I-JBH6f1kQ2j0uFg,34,3.5,PA
fRdJbbQk05UctAAX8v4uFA,28,2.0,TN
Lro-qULT-oa4Oz36p1yTwA,11,3.0,PA
dqqpF3nD9OAyJkrMs4jNdQ,19,3.0,MO
gEJ3a8-m6VB827e6GHromw,232,4.5,MO
sdUQjlWN9y6yowVcvqomnw,12,3.0,TN
Yl4Am6NhqWo_YMmo1SyU5A,5,2.0,PA
2wwhMKlfpOd0dpk_AQdt8w,29,2.5,LA
jnZYD2UCGziWwGsUxybkFw,184,4.0,IN
ffvS2BlFwQra5FTPNk5N2g,18,4.5,MO
Npw9ponCiJV9tjG5Bsp2Fg,7,4.5,FL
iF_92LcvfJfrtwjHWhVb-Q,67,3.0,FL
r7sU7DuN2wM1OyjLHe6_pg,12,2.5,FL
ejRuEF2j8_w5qQbwEQ8GfQ,47,3.0,PA
zVmW-ohNzhOPiBIeUPL62g,25,2.0,PA
3dGqTD3xCOYjUtmusTJpeA,9,3.5,PA
t9vrAYNiFfd2cBZ6gjEAyg,18,4.0,PA
KS7n4ctHUc9IhC7OGmeQog,17,2.0,FL
B03ajYBGDkZrIDB9lRTwUg,160,4.0,TN
MGNAYydr7SxPMDgFlnZ7sg,10,3.0,PA
5gFINQunzrgFOxI20Dr5Uw,10,3.0,AB
vndmRdCChdud7EywJTvy7w,26,3.5,PA
oFMpfE5J6f0ATRmsVXrFSg,6,3.0,PA
_rkjLrft2ZgHcLBLF9amXw,138,3.0,PA
1c6wVkPI_v765N7l_la59A,9,3.5,PA
mTeNbKb9idbGoKJswtU_mA,25,4.0,PA
YRWRq25_XCUeeqSlK1QZLA,21,4.0,FL
ShMMSvD_xxf3qfy70T2MrA,30,4.0,PA
T8lxi3V2avTVXCanVkAFNg,25,1.5,PA
76xVA7wmqKLURF0tN82N5w,107,4.0,PA
ut6fi2W2YaipNOqvi7e0jw,244,4.0,IN
kOHcpCZQd4uNp6G2uE8o2A,43,4.0,PA
G6EkKOLWiOw_8G7olgvalg,37,4.0,TN
RyndNvh5DEsywX76cAkpeg,90,4.0,TN
AgN2wYfkqbHGvWN3CNdydA,6,3.5,AB
5Eq-hxUIIjZTHFnpZJhgQQ,11,3.5,PA
opVXuS10_bDDS32xYZCQQg,16,3.5,FL
JwaF-4Md76jgIHFK-ixwnA,14,3.0,NJ
WKryRgra3TnhfMNArU6Opg,29,3.5,PA
afsP-p_pr4ikrboB5MtUzQ,12,4.0,PA
7MaaaorooHRAqkQXcTqmrg,13,3.0,PA
ShJs6GQRJ7p_CaI1scxMkA,16,4.5,TN
i45WZvp-Sg7MlELrHzlUxg,94,3.5,NJ
gNqYUPKGfZJycaZhCsi7xQ,14,3.0,FL
Im5XYJ8jP3s85Lna48HcWA,6,1.0,AB
8bkSuPXdYW58QsUEOG77HQ,35,3.5,IN
k-Wb-2Y2RFGlaY00_Hm8Sw,66,3.5,FL
qC63cwAI-baLmbEdxbR3FA,44,4.0,FL
n2HP8fenpzI7eg6TRDj4lw,32,1.5,IN
zG9-Ii9mea1JhnQTv4_DxA,21,2.0,PA
-K_FDDqmOt6hJLTOPgpnlA,32,2.5,MO
H3yoQNhw-AfdLIwScR1zXg,10,3.5,PA
rVfe1LHo55A2fworkm_jVw,205,4.5,PA
YlEBQLfRHocJDn4gRlgczw,114,4.0,FL
YPnksHT2DQA0AhcxP6udxw,63,3.5,PA
JjcAJybTnaoZ4vdGzf538Q,13,3.0,FL
UaovDcnP0QzsmGf6vXvg9w,20,3.0,PA
-e25gkrazUCBqcSdgsmHGQ,12,3.5,TN
3OGzmGqWwsyGLkhnxrA9Pw,185,4.0,FL
nPgRFNyRYW5xG4MkWzc_iQ,42,3.0,PA
TMT9U2da4ewGbk38X54KJA,102,4.5,FL
UwAqOh7QDJz9m9scQxH9iA,6,4.5,AB
_fAhTRXw4bDaxqmzseSWJg,11,2.5,IL
3CsBRtDT5WOUu8IY0mHhXw,122,4.0,PA
oHAAlU_Yts_avncJK0hJpw,116,3.5,AZ
uPVKWy0VeMMHMJ0V87nMMw,33,3.5,IN
j-lxie7nEh3UeUTpiqekkQ,8,3.0,CA
REns5fQe45Nk_D2UwQyr0w,117,2.5,PA
1NCUTTp6rIyXpwUDVv9qOA,176,4.0,PA
oVlS3TqJLq6ogSo9tI_U0Q,57,4.5,FL
Egf9_djIH7jbgOSZZQGUqw,21,1.0,TN
yYuRiXwKTRP46dsyMVstKA,121,4.0,NJ
qHCfhWPyb1GXpzq9Wk3Vkg,22,3.0,PA
OP-m-Kq-1aEWrrlaszFi9w,19,4.5,PA
mLNSOU8Ki0Fm09xd6ZKkcA,380,3.5,FL
rg6z4zFMxjj16qAnJ65gxg,13,4.0,PA
u1ELaa77voUfj-2GCOIUmQ,27,3.0,TN
P_mujg3kYmFXSkGlMfAWCA,8,2.5,PA
4ziM5sfg9PfPGTysDJPLLg,8,3.0,NJ
hxEo_CKsmSMGXcHNLR9oow,26,3.5,PA
_FlhRk9KjdXyE0sLxUdEBQ,38,3.5,PA
Ho0uAnaLL57On7enESYfeA,22,2.5,IL
Utc1KFuFQ-wwLiUTj5FvmA,26,2.0,PA
YdpDpp130fxiX2DUdQLSqg,181,4.5,DE
iwlPkTBb2CtjD0oe-baXnA,79,4.0,PA
0cB1kDuZCvSwpJrNdtQP8Q,284,3.5,IN
BWITd9JUXP3gSi1z3Y-z8g,729,4.0,PA
0YiRkVMR2cg17hk9u6nGhg,59,2.0,MO
eWGdkt9fdwg7aKboaZIVQQ,103,4.0,FL
tr5Os7k3FpPz7NbWYwZa5Q,68,3.5,PA
Wt5Zpu-lZ1UK1hccCnJMwQ,49,4.0,NJ
ZbsH2tXBjA-3v973ZsAZ_w,20,3.5,PA
cg4JFJcCxRTTMmcg9O9KtA,544,3.5,FL
MaYb7qMN6BomP1zQGj3Wjg,633,4.0,MO
ioAcpe5KRvacB2lna-wdaw,176,4.0,PA
qFodBzebw4Lywcffu82OvA,7,4.5,IN
Vo4NZBtF3mr6EJitNnq-Wg,13,5.0,DE
ntewVyhJ6C8H0U_KkduioQ,8,3.5,FL
ASJH8IDBdX_f5yOX0XEfYA,19,4.5,AB
wunF8CkjYkARgCbGwYRm3A,18,4.0,FL
Mufi8VH23CoxIZNftf-lZw,11,4.0,PA
hwXDlBJdtr1cFFM8sy5oPQ,11,3.0,PA
aJTgc_HWNyM9gHDt__Lt4w,54,3.5,PA
KkpAwKzn5olmxH2K2GauNw,141,3.5,PA
FmQygwfW_x8AkEWLXESezQ,11,4.5,PA
jjPX9UyeVpF8egi1Clh6GA,21,3.0,PA
M0_Yc94Yq-G7HV8rrl9fQA,6,3.5,PA
qWnjIYmfBdWUTelGor0rEA,19,3.5,NJ
Spq-2DVE8nilFhSFk0jLug,20,2.5,MO
_O16xyQwp0YSTG2RgweRYA,37,3.5,FL
uI15YInpDsGBUZcNfm_TfQ,169,4.0,CA
ehcjV7rk61jO8ro-xW4EuQ,133,4.0,FL
idu9-lsH5FJ54xt9QdNezQ,92,4.0,PA
KJ8Wx5FGrQQMsEnqUlXiMA,61,3.0,PA
FI8fpqACdKnIkO-ur0FVfg,16,3.5,IN
JszJI2Ewenggj8zh1o3B-Q,57,3.0,MO
262I6X8Vi5PXygFmhjeLyA,9,2.0,PA
Z1whpjCi-3RiuBPUtdK44A,22,4.5,PA
HfOLOAYMKNUer3eXXTLHew,17,4.0,PA
HrIbP2-jdRJAU92yqyDmyw,24,4.0,PA
3LnezhNbL_Arcs2ihIRL_Q,20,1.5,NJ
uvAP4JuwHzZeZJ_aZyNLrg,137,3.5,NJ
G1fQJ8k5U1gdX0vWODCZYA,63,4.0,LA
qmDm7guS7TAZTSDFYY2bug,45,1.5,DE
liy3id4Wj1AaIduwETiVSQ,13,2.0,PA
YE3E3nFsPo0O7gpMpOL18A,112,3.5,TN
ugSj0rWlWQ57-FuKuieGXA,81,4.0,FL
uNgurpUi-9BRM6VLEnuNKA,18,3.0,FL
dYicZfoQApq5y0vO6FbLtw,98,4.0,NJ
hlf4qed6y1eQ9mvnWUU72A,11,4.0,MO
UhIdCsdiWS4K0EkbvVdlAw,24,1.5,PA
Bih0eT_lbbCUwKmGYpX0hw,67,4.0,PA
HQ-C47_Xi5it1KzwEc0u0A,96,3.0,CA
-951Q5if-JmCQbO40meVPw,10,3.0,TN
qot32tHVWZpiJibLTwQGyw,47,3.5,PA
SFafZpcCcjO28VzimGmKrQ,26,2.0,FL
seouwqRlM9YNNAkZS09FuQ,37,3.0,IN
1IIht_H_qWSTG-kMSvKS6A,17,4.0,TN
V-Dm95vQpkdaeSzehDEgpA,31,3.5,MO
7-cD0S7vJlUOuTpF2vQLOQ,11,1.5,AZ
MZ0kXra-46rxI2R9RX1oaw,8,4.5,AB
wO0NI7NkDdbT46h-TI2BtA,103,4.5,TN
2x3wM06LEbaAR81AeKk44w,42,4.0,MO
E-DcL1u330qwvoxXhipmUQ,93,4.0,PA
SkWaAf50KiN2m0zXfnAuiA,63,4.5,DE
9XyO6Vk13vUXgJ2yM39P3A,115,4.5,IN
wWLic8cT6apGZWK8wWWSQQ,97,3.5,PA
KSTWGtRlYowMIuFspfvAFg,17,2.0,LA
xs5gxwXz1QFlWy62XAH-9Q,99,3.5,TN
VD4mZEBNiCeyGSq51XV9jw,47,4.5,ID
fASBQ_HrzOWcO0ponVZdgA,13,3.5,NJ
mNu6xYO2bn-rvacN12h9WA,36,2.0,PA
uz0Af3aczwENPY48UUEY0Q,45,5.0,NJ
tw7SFbDQ2gurVAzkaS2Vmw,14,4.0,IN
CKKY7kxtznKVzm9FBzAL4w,14,2.0,DE
z680Aylt8wN2KAeFM1hy-A,427,4.0,IN
xsYbbmEfbeob2y1qcsojtw,53,3.0,NJ
-bkbeuXaYdfM2APQCalgmQ,40,3.0,IN
hZfGntDJ6SvXhcWLfkCFSg,18,4.0,PA
p3Vbzk03kNiI0tr181qamA,49,3.0,IN
IkLp51a_x_0CPlg0qMEqNg,152,4.5,TN
lmmPwUAK2F2sV3Tvx0pDHQ,8,3.5,FL
g6kAgbQQSQ8i1A_Za-znJQ,44,2.0,NV
h0vlYNJe3V31AtZOAEyAig,10,4.5,FL
8ce7iGA20g8PwN9WJhk5CQ,16,3.5,NJ
mpVN_c2VeliyNcljZFgUSg,74,4.0,PA
t3uOJKilXAzO7vC2B83RZg,55,3.0,PA
HpfGp2rmWvJKvfhql7zPAw,6,3.0,IN
p7C2l6MyJLq9lKMmUhjqMg,18,3.0,FL
-kGUmgyeYcNDcuEr4FoVeA,169,4.0,NV
uYCSHmhjghnhv8iEvRT44Q,5,2.5,NJ
n88rreifvghMYJVUaWMUXg,12,2.0,PA
cXEx8dhmoFZcsJjXS2lLuQ,51,3.5,MO
XdcWCEhxUtBcSyn-DiidPw,37,2.0,TN
jlNNg4l7a1QwJCGvNeUIyQ,17,2.5,FL
b3bTU1phXWm6WYV8NpWnnA,11,3.5,NJ
rd5OW7v_vqlh6vVoQdLEhQ,45,4.5,AZ
XBdaG2kQ2Iz9VNGPZokjYg,98,3.5,PA
MKHJy86fkFnMAhZac6wuLw,12,2.5,PA
_A1Dr1Ms8PUuAif7bR_Zcw,5,3.0,FL
ddo5eBCGedsZ1JH_8ctgnA,18,3.5,PA
wxNrsZt7towVK4LgjjEo1g,99,3.5,NJ
EC7o7JRxtjIq6YnD0vmb7Q,22,3.5,PA
71MulAHeKm5p2kIIGYEwpA,41,4.5,AB
vlqcTafHh27AuDbYtoG8rw,28,4.5,NV
5Z-z5-ZYmrJ8RW_oOpp9lQ,70,3.5,PA
2siLuXZHbG0KNOUgOkGiEA,12,2.5,FL
7x76ngzub3j4PijMHm71nQ,20,2.0,PA
N4D_ttKAx6tcj4Q0Jnvoaw,9,3.0,ID
gBsPBsfVQj4NRfmlGlQSRQ,38,4.5,PA
HQmvpld1zlz-Q1ym8pRWAw,72,5.0,NV
pvnv9XvTXwYBpfScd29rrQ,38,3.0,AZ
Uo7DwnBqlkRVZedFHlTRCg,77,2.0,MO
DVG3oqNuDZbTDe3zCUZsng,8,3.5,FL
dI43urdMRSos9u15hP_FgA,50,4.0,MO
zFk38MOcCRPXf8Ul94vmSQ,66,4.0,PA
8p9TNDj2r-rf1pPmBSc5wQ,22,2.0,AB
TI4p9i21JONcud4TigOn0Q,69,3.0,NJ
F1hbIYD1lNzbprtckd7bVg,5,3.0,PA
2uF4mczsF86JI-Bnt7keDA,8,2.5,PA
Zx7n8mdt8OzLRXVzolXNhQ,1725,4.0,TN
2QWJsN0yk0FkkSUO_xVMKw,33,3.0,MO
G3YFsvNF9LV6CWyQQIMu-A,6,3.5,AZ
fZGgthB_jgT0xd033DIMPQ,15,4.0,MO
XOMZ-hYj8GosLLzLbwMw5g,10,4.0,PA
gCuC7255XLP-KGuFqYFaSw,29,4.5,IN
WfPmZ9hp50ttugTVgfcPpA,88,4.0,ID
IKXaAODca0KYqr8Fo4sgjw,11,4.0,PA
auH0BAgcZwxuQFKmvwy5PQ,5,5.0,FL
wHiPhPVuGnngEieDBMG00g,391,4.0,FL
yLIn3po-fKb0T3UIoJdiyQ,117,4.0,AB
ivmKTD7lUjsGU7smNOL81A,46,3.5,IN
W3pOGK9qIZJbA6CS0HRNcQ,107,3.0,IN
t1P8sQvq-XkljRDPocBZSQ,104,4.0,NJ
1rLip0b2JU4Golydi7rS5g,19,2.0,PA
zgaaJ6jAhKpWCtQRryJfVQ,5,4.0,NJ
tM0Gw4eJYVKqESGNfbsbeA,13,3.0,FL
I13c2-Yo7hn2BKwCI81HSQ,72,3.5,MO
JhrvtLpCEQcYrZLbb6CZGw,16,4.0,TN
aAadqM2ezCEGdSqhx78ZCg,7,4.5,AB
c3_lkH7CAglbcIyyXthTcg,43,2.5,NJ
hYonVJe6xzVBHHT2FLo4zg,532,3.5,TN
tQvRVYxQxyazi5_mKiODag,11,3.5,PA
oiSVxgRNjdcdzKPOBIR6PQ,7,3.5,TN
iGUhAOzU-_q7F-XDOfT4CA,6,3.5,FL
zu8Q3zYfgJaOn96LbPt_Hw,6,2.0,AZ
AA_tKPCmT1_u-x5y9vtkVw,10,3.0,IL
YyKB2S6YBd7aGNeIyc_sag,61,3.5,MO
uON7giB1wXZNllBYp2M-Ag,8,4.0,MO
UqMcnY7B2WbvkC7DDnTCDw,19,4.5,AB
CAQFxeImeXVWnlBL4BzZwQ,64,4.0,NJ
7AtWfsYtWFsuwnmuF5Reow,14,3.5,PA
G4mEyZGeS_4JOuAQWg2dJA,36,3.5,PA
WkNJ3FnK5WVW3thVUe-WSw,24,4.5,PA
DszOO6k_s2wuGhTw2AsUdA,97,3.0,IL
F1xE--Gb4rNFAwHkNkV31A,278,4.5,NV
VLryc6Q-JbhMdrg7L6rRww,77,3.5,TN
edO1Rej_-_I4vPSVYIZ5NQ,39,3.0,LA
Aa0lDzrdkiiYGJfKjJxcww,68,3.5,AB
72Y65Cg8MO1t9cWCHpwEQQ,41,4.5,IN
q84DgKvAg6ZLVuSiNpPclQ,13,2.5,FL
FkoKdgcEPcL2z102J6yEAg,9,3.0,TN
5Do_7cNQPNqK-_JNMl5S1Q,8,3.5,AZ
tMgvxx3uQCQkXiFIhNaz5Q,8,3.0,FL
vuAI70USd3my2Kb9_9zajw,238,3.5,MO
URp-c4MOFJPLsfES_JBmBg,52,3.5,PA
Pab9VzWLe20vrdGn0rxNfQ,9,3.5,PA
n1i7yciuoS2_6_g7ix9jlQ,62,4.5,IN
fnjKM583kumn7z0Z00Rc9g,5,3.0,PA
X-IWPL5GY6ejEciBGMVK9A,8,3.5,FL
TCHh4RIrvp7h2BucXt1kvA,190,4.5,PA
zzyx5x0Z7xXWWvWnZFuxlQ,6,2.5,PA
SzV22G8u45kouqsZorHhjw,19,2.0,IN
8wQq1jGlJ4hj691c7WLdQQ,9,3.0,PA
PPcz-0UtIJ8O7xDT551y2g,141,4.5,CA
lnBHU3PGEiNZizWvkzBG8w,13,3.0,PA
R07KVUYBgAUYM7J6iH9IbQ,6,2.5,NV
s8KNTkHGjMnzx5zcnWBbwQ,60,3.5,AB
py428kUHafrkuxL_jKjR_Q,35,2.0,NV
t4sNPmBlDoYwJQD4CnW72Q,24,4.5,AB
sdry33zdnowRzDrWaNdcFw,38,3.0,NJ
hMD5ISDIyA-7AhigZsECJw,12,2.0,FL
xjHAl5eQqyO0YK7pXDx7Hw,55,4.0,ID
t5RIuLUvE5fxr0TaRWxeQg,85,3.0,PA
